init_strategy,profile,seed,generation,best_duration_s
baseline,standard,20250841,445,10.788372802734383
baseline,standard,20250841,446,10.78869018554689
baseline,standard,20250841,447,10.790948486328144
baseline,standard,20250841,448,10.790948486328144
baseline,standard,20250841,449,10.790948486328144
baseline,standard,20250841,450,10.797018432617211
baseline,standard,20250841,451,10.797018432617211
baseline,standard,20250841,452,10.797018432617211
baseline,standard,20250841,453,10.797018432617211
baseline,standard,20250841,454,10.797018432617211
baseline,standard,20250841,455,10.797018432617211
baseline,standard,20250841,456,10.797018432617211
baseline,standard,20250841,457,10.797018432617211
baseline,standard,20250841,458,10.797018432617211
baseline,standard,20250841,459,10.80081787109376
baseline,standard,20250841,460,10.80081787109376
baseline,standard,20250841,461,10.80081787109376
baseline,standard,20250841,462,10.80081787109376
baseline,standard,20250841,463,10.80081787109376
baseline,standard,20250841,464,10.802288818359408
baseline,standard,20250841,465,10.802288818359408
baseline,standard,20250841,466,10.805041503906269
baseline,standard,20250841,467,10.805041503906269
baseline,standard,20250841,468,10.805041503906269
baseline,standard,20250841,469,10.806573486328137
baseline,standard,20250841,470,10.808221435546903
baseline,standard,20250841,471,10.808221435546903
baseline,standard,20250841,472,10.808221435546903
baseline,standard,20250841,473,10.808221435546903
baseline,standard,20250841,474,10.808221435546903
baseline,standard,20250841,475,10.808221435546903
baseline,standard,20250841,476,10.808221435546903
baseline,standard,20250841,477,10.808221435546903
baseline,standard,20250841,478,10.8087768554688
baseline,standard,20250841,479,10.8087768554688
baseline,standard,20250841,480,10.8087768554688
baseline,standard,20250841,481,10.8087768554688
baseline,standard,20250841,482,10.8087768554688
baseline,standard,20250841,483,10.80912475585938
baseline,standard,20250841,484,10.811657714843781
baseline,standard,20250841,485,10.811657714843781
baseline,standard,20250841,486,10.811657714843781
baseline,standard,20250841,487,10.811828613281278
baseline,standard,20250841,488,10.816900634765638
baseline,standard,20250841,489,10.816900634765638
baseline,standard,20250841,490,10.816900634765638
baseline,standard,20250841,491,10.816900634765638
baseline,standard,20250841,492,10.816900634765638
baseline,standard,20250841,493,10.816900634765638
baseline,standard,20250841,494,10.816900634765638
baseline,standard,20250841,495,10.816900634765638
baseline,standard,20250841,496,10.816900634765638
baseline,standard,20250841,497,10.816900634765638
baseline,standard,20250841,498,10.816900634765638
baseline,standard,20250841,499,10.816900634765638
baseline,standard,20250841,500,10.816900634765638
baseline,standard,20250841,501,10.81760253906252
baseline,standard,20250841,502,10.817779541015653
baseline,standard,20250841,503,10.817779541015653
baseline,standard,20250841,504,10.819555664062513
baseline,standard,20250841,505,10.822955322265656
baseline,standard,20250841,506,10.824291992187515
baseline,standard,20250841,507,10.828085327148457
baseline,standard,20250841,508,10.834698486328145
baseline,standard,20250841,509,10.835852050781284
baseline,standard,20250841,510,10.835852050781284
baseline,standard,20250841,511,10.83672485351565
baseline,standard,20250841,512,10.83672485351565
baseline,standard,20250841,513,10.83672485351565
baseline,standard,20250841,514,10.843780517578148
baseline,standard,20250841,515,10.843780517578148
baseline,standard,20250841,516,10.843780517578148
baseline,standard,20250841,517,10.844000244140663
baseline,standard,20250841,518,10.844149780273474
baseline,standard,20250841,519,10.844149780273474
baseline,standard,20250841,520,10.844149780273474
baseline,standard,20250841,521,10.844226074218785
baseline,standard,20250841,522,10.844226074218785
baseline,standard,20250841,523,10.845465087890656
baseline,standard,20250841,524,10.845465087890656
baseline,standard,20250841,525,10.853582763671914
baseline,standard,20250841,526,10.853582763671914
baseline,standard,20250841,527,10.853582763671914
baseline,standard,20250841,528,10.853619384765638
baseline,standard,20250841,529,10.853619384765638
baseline,standard,20250841,530,10.853619384765638
baseline,standard,20250841,531,10.856365966796915
baseline,standard,20250841,532,10.85812988281252
baseline,standard,20250841,533,10.858160400390659
baseline,standard,20250841,534,10.860186767578156
baseline,standard,20250841,535,10.861926269531292
